,1.0,2.0,121.0
intercept,-0.18415645781948914,1.7471583219268756,-1.563001864107388
feature_1,-1.1276942468550422,0.4638000015497267,0.6638942453053174
feature_2,1.1796064682353704,-0.6390617775203961,-0.5405446907149762
feature_3,-1.6333207566939016,-0.27022583867128364,1.9035465953651878
feature_4,-1.5352243087569335,-0.8477269361474686,2.382951244904405
